mode,date,tap,time,count
bus,20200827,on,21:30,676
bus,20200827,on,21:45,492
bus,20200827,on,22:00,521
bus,20200827,on,22:15,410
bus,20200827,on,22:30,368
bus,20200827,on,22:45,292
bus,20200827,on,23:00,259
bus,20200827,on,23:15,218
bus,20200827,on,23:30,178
bus,20200827,on,23:45,157
bus,20200828,off,00:00,123
bus,20200828,off,00:15,115
bus,20200828,off,00:30,67
bus,20200828,off,00:45,67
bus,20200828,off,01:00,62
bus,20200828,off,01:15,47
bus,20200828,off,01:45,41
bus,20200828,off,03:45,74
bus,20200828,off,04:00,115
bus,20200828,off,04:15,165
bus,20200828,off,04:30,185
bus,20200828,off,04:45,349
bus,20200828,off,05:00,634
bus,20200828,off,05:15,1107
bus,20200828,off,05:30,1624
bus,20200828,off,05:45,2554
bus,20200828,off,06:00,2914
bus,20200828,off,06:15,4228
bus,20200828,off,06:30,5210
bus,20200828,off,06:45,6170
bus,20200828,off,07:00,5542
bus,20200828,off,07:15,7063
bus,20200828,off,07:30,8978
bus,20200828,off,07:45,11659
bus,20200828,off,08:00,13227
bus,20200828,off,08:15,14626
bus,20200828,off,08:30,13900
bus,20200828,off,08:45,12244
bus,20200828,off,09:00,8758
bus,20200828,off,09:15,7972
bus,20200828,off,09:30,7026
bus,20200828,off,09:45,7358
bus,20200828,off,10:00,6100
bus,20200828,off,10:15,6409
bus,20200828,off,10:30,6302
bus,20200828,off,10:45,6631
bus,20200828,off,11:00,6010
bus,20200828,off,11:15,6257
bus,20200828,off,11:30,6472
bus,20200828,off,11:45,6415
bus,20200828,off,12:00,6029
bus,20200828,off,12:15,6425
bus,20200828,off,12:30,6279
bus,20200828,off,12:45,6598
bus,20200828,off,13:00,6167
bus,20200828,off,13:15,6667
bus,20200828,off,13:30,6830
bus,20200828,off,13:45,6842
bus,20200828,off,14:00,6642
bus,20200828,off,14:15,7251
bus,20200828,off,14:30,7796
bus,20200828,off,14:45,8901
bus,20200828,off,15:00,9889
bus,20200828,off,15:15,12753
bus,20200828,off,15:30,13613
bus,20200828,off,15:45,13545
bus,20200828,off,16:00,12431
bus,20200828,off,16:15,11499
bus,20200828,off,16:30,10344
bus,20200828,off,16:45,10006
bus,20200828,off,17:00,9535
bus,20200828,off,17:15,9868
bus,20200828,off,17:30,9748
bus,20200828,off,17:45,9650
bus,20200828,off,18:00,8661
bus,20200828,off,18:15,8199
bus,20200828,off,18:30,7240
bus,20200828,off,18:45,6150
bus,20200828,off,19:00,4753
bus,20200828,off,19:15,4248
bus,20200828,off,19:30,3575
bus,20200828,off,19:45,2993
bus,20200828,off,20:00,2602
bus,20200828,off,20:15,2500
bus,20200828,off,20:30,2251
bus,20200828,off,20:45,1974
bus,20200828,off,21:00,1935
bus,20200828,off,21:15,1881
bus,20200828,off,21:30,2030
bus,20200828,off,21:45,1711
bus,20200828,off,22:00,1694
bus,20200828,off,22:15,1832
bus,20200828,off,22:30,1724
bus,20200828,off,22:45,1470
bus,20200828,off,23:00,1293
bus,20200828,off,23:15,1043
bus,20200828,off,23:30,940
bus,20200828,off,23:45,839
bus,20200828,on,00:00,108
bus,20200828,on,00:15,93
bus,20200828,on,00:30,85
bus,20200828,on,00:45,62
bus,20200828,on,01:00,52
bus,20200828,on,01:30,43
bus,20200828,on,03:30,89
bus,20200828,on,03:45,112
bus,20200828,on,04:00,138
bus,20200828,on,04:15,185
bus,20200828,on,04:30,374
bus,20200828,on,04:45,581
bus,20200828,on,05:00,943
bus,20200828,on,05:15,1763
bus,20200828,on,05:30,2380
bus,20200828,on,05:45,3317
bus,20200828,on,06:00,4352
bus,20200828,on,06:15,5321
bus,20200828,on,06:30,5888
bus,20200828,on,06:45,6248
bus,20200828,on,07:00,8158
bus,20200828,on,07:15,10742
bus,20200828,on,07:30,13891
bus,20200828,on,07:45,16184
bus,20200828,on,08:00,16624
bus,20200828,on,08:15,15270
bus,20200828,on,08:30,12694
bus,20200828,on,08:45,9424
bus,20200828,on,09:00,8087
