mode,date,tap,time,count
bus,20201119,off,13:30,7014
bus,20201119,off,13:45,7414
bus,20201119,off,14:00,7038
bus,20201119,off,14:15,8082
bus,20201119,off,14:30,8534
bus,20201119,off,14:45,10241
bus,20201119,off,15:00,11145
bus,20201119,off,15:15,13233
bus,20201119,off,15:30,14452
bus,20201119,off,15:45,14348
bus,20201119,off,16:00,13322
bus,20201119,off,16:15,12443
bus,20201119,off,16:30,11619
bus,20201119,off,16:45,11328
bus,20201119,off,17:00,10910
bus,20201119,off,17:15,11603
bus,20201119,off,17:30,11899
bus,20201119,off,17:45,12085
bus,20201119,off,18:00,11324
bus,20201119,off,18:15,10510
bus,20201119,off,18:30,8977
bus,20201119,off,18:45,8073
bus,20201119,off,19:00,6454
bus,20201119,off,19:15,5838
bus,20201119,off,19:30,4976
bus,20201119,off,19:45,4162
bus,20201119,off,20:00,3705
bus,20201119,off,20:15,3521
bus,20201119,off,20:30,3283
bus,20201119,off,20:45,2989
bus,20201119,off,21:00,2728
bus,20201119,off,21:15,2876
bus,20201119,off,21:30,2841
bus,20201119,off,21:45,2433
bus,20201119,off,22:00,2185
bus,20201119,off,22:15,2242
bus,20201119,off,22:30,1766
bus,20201119,off,22:45,1487
bus,20201119,off,23:00,1346
bus,20201119,off,23:15,1014
bus,20201119,off,23:30,839
bus,20201119,off,23:45,628
bus,20201119,on,00:00,372
bus,20201119,on,00:15,289
bus,20201119,on,00:30,269
bus,20201119,on,00:45,229
bus,20201119,on,01:00,202
bus,20201119,on,01:15,199
bus,20201119,on,01:30,177
bus,20201119,on,01:45,125
bus,20201119,on,02:00,155
bus,20201119,on,02:15,134
bus,20201119,on,02:30,176
bus,20201119,on,02:45,91
bus,20201119,on,03:00,103
bus,20201119,on,03:15,81
bus,20201119,on,03:30,113
bus,20201119,on,03:45,130
bus,20201119,on,04:00,184
bus,20201119,on,04:15,180
bus,20201119,on,04:30,414
bus,20201119,on,04:45,693
bus,20201119,on,05:00,1164
bus,20201119,on,05:15,1876
bus,20201119,on,05:30,2846
bus,20201119,on,05:45,3852
bus,20201119,on,06:00,5019
bus,20201119,on,06:15,6348
bus,20201119,on,06:30,7414
bus,20201119,on,06:45,7942
bus,20201119,on,07:00,10465
bus,20201119,on,07:15,13619
bus,20201119,on,07:30,17098
bus,20201119,on,07:45,19099
bus,20201119,on,08:00,19893
bus,20201119,on,08:15,18538
bus,20201119,on,08:30,15633
bus,20201119,on,08:45,11619
bus,20201119,on,09:00,9907
bus,20201119,on,09:15,9038
bus,20201119,on,09:30,8302
bus,20201119,on,09:45,7348
bus,20201119,on,10:00,7703
bus,20201119,on,10:15,7348
bus,20201119,on,10:30,7653
bus,20201119,on,10:45,7165
bus,20201119,on,11:00,7303
bus,20201119,on,11:15,7457
bus,20201119,on,11:30,7385
bus,20201119,on,11:45,6729
bus,20201119,on,12:00,7120
bus,20201119,on,12:15,7336
bus,20201119,on,12:30,7195
bus,20201119,on,12:45,6907
bus,20201119,on,13:00,7380
bus,20201119,on,13:15,7563
bus,20201119,on,13:30,7481
bus,20201119,on,13:45,7528
bus,20201119,on,14:00,8699
bus,20201119,on,14:15,9113
bus,20201119,on,14:30,11437
bus,20201119,on,14:45,12224
bus,20201119,on,15:00,17562
bus,20201119,on,15:15,18556
bus,20201119,on,15:30,17507
bus,20201119,on,15:45,13985
bus,20201119,on,16:00,13149
bus,20201119,on,16:15,12638
bus,20201119,on,16:30,11828
bus,20201119,on,16:45,11383
bus,20201119,on,17:00,13055
bus,20201119,on,17:15,12689
bus,20201119,on,17:30,12207
bus,20201119,on,17:45,10907
bus,20201119,on,18:00,10321
bus,20201119,on,18:15,8947
bus,20201119,on,18:30,7558
bus,20201119,on,18:45,6232
bus,20201119,on,19:00,5940
bus,20201119,on,19:15,5095
bus,20201119,on,19:30,4240
bus,20201119,on,19:45,3751
bus,20201119,on,20:00,3753
bus,20201119,on,20:15,3445
bus,20201119,on,20:30,3102
bus,20201119,on,20:45,2712
bus,20201119,on,21:00,3075
bus,20201119,on,21:15,2975
bus,20201119,on,21:30,2518
bus,20201119,on,21:45,2269
bus,20201119,on,22:00,2290
bus,20201119,on,22:15,1867
bus,20201119,on,22:30,1633
bus,20201119,on,22:45,1189
bus,20201119,on,23:00,1116
bus,20201119,on,23:15,857
bus,20201119,on,23:30,691
bus,20201119,on,23:45,520
bus,20201120,off,00:00,485
bus,20201120,off,00:15,386
bus,20201120,off,00:30,286
bus,20201120,off,00:45,253
bus,20201120,off,01:00,222
bus,20201120,off,01:15,207
bus,20201120,off,01:30,183
bus,20201120,off,01:45,193
bus,20201120,off,02:00,141
bus,20201120,off,02:15,138
bus,20201120,off,02:30,157
bus,20201120,off,02:45,147
bus,20201120,off,03:00,161
bus,20201120,off,03:15,94
bus,20201120,off,03:30,132
bus,20201120,off,03:45,136
bus,20201120,off,04:00,179
bus,20201120,off,04:15,193
bus,20201120,off,04:30,204
bus,20201120,off,04:45,401
bus,20201120,off,05:00,699
bus,20201120,off,05:15,1274
bus,20201120,off,05:30,1866
bus,20201120,off,05:45,2849
bus,20201120,off,06:00,3371
bus,20201120,off,06:15,4632
bus,20201120,off,06:30,5855
bus,20201120,off,06:45,7079
bus,20201120,off,07:00,6509
bus,20201120,off,07:15,8362
bus,20201120,off,07:30,10787
bus,20201120,off,07:45,13204
bus,20201120,off,08:00,14960
bus,20201120,off,08:15,16241
bus,20201120,off,08:30,16572
bus,20201120,off,08:45,14345
bus,20201120,off,09:00,10501
bus,20201120,off,09:15,9782
bus,20201120,off,09:30,9116
bus,20201120,off,09:45,8526
bus,20201120,off,10:00,7242
bus,20201120,off,10:15,7317
bus,20201120,off,10:30,7400
bus,20201120,off,10:45,7660
bus,20201120,off,11:00,7112
bus,20201120,off,11:15,7244
bus,20201120,off,11:30,7137
bus,20201120,off,11:45,7519
bus,20201120,off,12:00,6889
bus,20201120,off,12:15,7158
bus,20201120,off,12:30,7339
bus,20201120,off,12:45,7167
bus,20201120,off,13:00,7038
